District,Rainfall,Water_Level,Humidity,Temperature,Wind_Speed,Flood_Occurrence
Tirunelveli,0.0,0.87,43.9,34.6,6.1,0
The Nilgiris,3.37,1.02,86.4,19.3,14.0,0
Thoothukudi,56.71,2.08,78.9,28.2,57.0,0
The Nilgiris,59.49,2.99,73.5,17.5,13.9,0
Tiruvallur,8.06,2.15,88.3,31.8,75.5,1
Dharmapuri,0.11,1.08,50.8,34.6,7.3,0
Sivaganga,0.0,0.87,70.6,34.0,6.5,0
Madurai,0.0,1.12,40.1,38.5,13.5,0
Ramanathapuram,18.17,2.04,82.3,28.1,16.5,0
Tirupathur,4.1,1.46,82.3,11.3,22.1,0
Tiruvannamalai,0.0,1.26,71.8,41.3,14.1,0
Tenkasi,11.69,2.07,82.6,12.6,6.9,1
Tirunelveli,0.0,0.42,65.1,32.7,39.1,1
Pudukkottai,41.75,2.68,70.3,34.6,24.8,1
Coimbatore,0.49,0.75,57.1,31.0,11.7,0
Kanyakumari,86.95,3.79,80.4,29.8,41.2,1
Pudukkottai,11.85,2.93,68.3,30.1,14.5,0
Nagapattinam,6.81,2.52,75.5,32.1,21.8,0
Tenkasi,43.62,4.12,69.7,19.2,10.2,1
Theni,29.73,2.75,68.7,17.1,19.1,0
Chennai,142.26,4.96,100.0,26.3,64.3,1
Tirupathur,49.58,4.34,65.4,20.1,19.5,0
Tiruvannamalai,0.01,1.58,41.2,34.9,8.6,0
Namakkal,0.17,1.03,67.5,33.7,13.2,0
Krishnagiri,0.0,1.18,72.4,40.8,14.2,0
Virudhunagar,0.0,0.64,69.1,37.5,9.5,0
Ariyalur,6.55,3.7,69.8,33.7,10.0,0
Salem,0.0,1.09,69.0,37.6,20.2,0
Sivaganga,0.0,1.07,71.0,33.2,23.9,0
Nagapattinam,3.04,1.55,80.6,27.3,65.3,0
Kallakurichi,0.0,0.83,74.2,35.2,8.6,0
Madurai,0.0,1.17,62.2,36.1,11.3,0
Nagapattinam,4.7,1.48,66.2,30.4,19.3,0
Tiruchirappalli,1.06,2.96,73.0,29.4,16.3,0
Pudukkottai,16.49,2.41,78.5,25.2,60.0,0
Ramanathapuram,4.72,0.3,86.7,28.3,47.2,0
Vellore,0.0,1.08,43.9,34.2,27.9,0
Madurai,0.0,1.96,58.9,30.2,11.8,0
Pudukkottai,0.68,2.07,79.5,30.3,15.7,0
Tiruppur,0.0,2.17,53.5,31.5,17.2,1
Virudhunagar,0.0,1.18,47.4,37.3,7.2,0
Chennai,21.35,1.84,78.5,24.1,26.4,0
Tirunelveli,0.0,1.1,60.9,32.8,9.7,1
Chennai,0.02,1.13,73.0,28.7,24.1,0
Pudukkottai,20.39,2.43,78.1,35.4,18.9,1
The Nilgiris,4.29,1.82,83.2,19.1,33.6,0
Perambalur,0.0,0.43,53.9,35.3,15.1,0
Tirupathur,7.33,1.5,76.3,25.3,24.4,0
Kallakurichi,0.0,0.53,53.2,35.0,10.0,0
Virudhunagar,0.0,1.07,46.3,33.8,6.2,0
Thoothukudi,42.57,2.24,94.8,31.9,19.8,1
Mayiladuthurai,1.05,1.62,67.7,32.9,13.9,0
Ariyalur,24.01,2.94,61.1,35.2,12.2,0
Ranipet,0.0,0.94,46.4,37.7,27.4,0
Theni,51.36,2.65,91.9,12.8,12.9,0
Tiruchirappalli,1.37,2.29,64.6,27.7,6.6,0
Viluppuram,0.0,1.45,48.9,32.3,9.6,0
Chengalpattu,24.04,1.9,78.2,29.9,38.0,0
Nagapattinam,10.09,1.33,70.2,31.2,29.7,0
Tiruvarur,10.28,1.63,71.2,28.0,15.8,0
Mayiladuthurai,14.96,0.98,74.9,34.0,18.1,0
Tiruvannamalai,0.0,0.68,65.6,33.3,20.4,0
Perambalur,0.0,0.9,63.0,31.6,8.8,0
Karur,0.67,3.3,75.2,30.5,16.1,0
Tirupathur,13.54,1.74,69.7,16.8,4.8,0
Dharmapuri,0.0,1.04,65.6,33.1,10.1,0
Madurai,0.0,0.81,65.8,34.4,14.8,0
Mayiladuthurai,2.03,2.58,87.8,31.0,17.8,0
Chengalpattu,166.75,4.95,85.9,26.9,44.1,0
Ariyalur,2.14,3.76,68.2,32.3,12.7,0
Chennai,6.0,2.19,80.6,30.7,28.4,0
Dharmapuri,0.0,0.92,46.6,33.0,7.2,1
Coimbatore,0.0,1.62,50.9,32.9,10.9,0
Dindigul,6.95,1.73,95.3,17.2,6.5,1
Ranipet,0.0,1.29,52.7,38.3,12.2,0
Cuddalore,1.55,0.38,76.1,32.0,25.7,0
Krishnagiri,0.0,0.53,40.4,36.6,11.2,0
Thanjavur,2.52,2.3,84.2,35.6,18.0,0
Karur,3.3,4.17,63.9,31.1,8.5,0
Ariyalur,17.05,2.5,62.9,34.7,11.0,0
Kallakurichi,0.0,1.61,47.4,39.9,13.9,0
Dharmapuri,0.0,1.26,59.8,41.0,7.3,0
Ramanathapuram,13.26,0.66,78.8,30.9,34.9,0
Tiruvannamalai,0.72,0.86,67.0,30.7,8.1,0
Thanjavur,8.79,3.72,70.4,33.2,27.3,0
The Nilgiris,2.91,0.8,78.2,24.2,13.0,0
Ranipet,0.0,0.46,49.6,39.1,7.0,0
Virudhunagar,0.0,0.3,52.5,32.3,5.2,0
Kallakurichi,0.0,0.85,54.9,32.5,18.6,0
Karur,5.21,5.0,60.2,29.9,15.5,0
Thanjavur,74.05,4.68,92.4,30.2,17.6,0
Tiruvarur,3.89,1.22,84.0,31.8,20.1,0
Pudukkottai,14.08,1.13,70.9,27.2,27.8,0
Nagapattinam,7.94,2.1,76.9,30.5,20.1,0
Tirupathur,31.34,3.06,97.6,22.3,6.8,0
Madurai,0.0,0.83,54.2,36.3,5.3,0
Nagapattinam,2.98,1.05,84.4,27.0,21.1,0
Mayiladuthurai,17.64,1.85,92.4,32.4,34.0,0
Virudhunagar,0.0,1.0,69.5,34.1,6.5,0
Erode,0.0,0.55,70.4,26.8,38.1,0
Namakkal,0.0,0.94,43.9,32.5,22.0,0
Dharmapuri,0.0,0.9,63.3,37.2,12.0,0
Virudhunagar,0.12,1.09,65.8,31.4,19.6,0
Kanyakumari,41.85,2.54,72.0,32.7,27.7,0
Nagapattinam,112.64,4.16,94.9,26.2,97.8,1
Tiruppur,0.0,1.16,66.6,30.2,9.1,0
Tirunelveli,0.17,1.12,49.1,36.6,14.3,0
Ariyalur,0.72,1.25,66.1,34.2,10.5,0
Salem,0.0,1.38,41.7,40.2,10.9,0
Salem,0.0,1.12,53.9,36.5,18.9,0
Ariyalur,0.35,3.97,65.3,28.6,7.4,0
Perambalur,0.0,1.55,71.7,34.3,10.5,0
Mayiladuthurai,0.09,1.39,71.7,30.7,46.9,0
Dharmapuri,0.0,0.78,46.0,32.2,5.3,0
Tenkasi,60.14,5.13,87.8,12.5,9.1,1
Cuddalore,2.92,1.06,67.8,25.9,16.4,0
Tiruvannamalai,0.0,0.86,68.6,33.2,6.8,0
Vellore,0.0,0.93,61.6,31.8,36.0,0
Madurai,0.0,1.06,58.4,39.3,21.5,0
Viluppuram,0.0,1.19,65.9,37.0,6.9,0
Tiruvarur,2.49,1.18,66.3,30.7,28.8,0
Pudukkottai,2.99,1.36,78.6,29.3,14.9,0
Ramanathapuram,91.94,3.86,97.9,31.1,39.0,1
Chennai,49.52,3.26,79.2,29.0,57.3,1
Tiruppur,0.0,0.89,50.1,36.2,7.4,0
Namakkal,0.0,0.51,49.9,33.9,13.9,0
Kanyakumari,6.93,0.38,85.2,31.0,28.5,0
Madurai,0.0,0.31,46.3,33.1,14.7,0
Krishnagiri,0.0,0.88,68.6,37.3,8.0,0
Kallakurichi,0.0,0.73,45.7,33.2,5.5,0
Chennai,6.31,2.03,76.9,31.4,25.6,0
Nagapattinam,14.52,1.9,69.6,31.4,44.6,0
Cuddalore,15.24,1.7,74.5,28.7,24.5,0
Ranipet,0.0,0.75,68.2,33.2,6.5,0
Virudhunagar,0.0,1.81,50.9,34.5,12.0,0
Pudukkottai,97.81,2.33,88.1,25.7,43.1,1
Tiruppur,0.0,0.9,61.9,34.7,32.1,0
Dindigul,13.6,2.14,63.4,16.3,5.3,0
Tiruppur,0.0,1.15,65.9,28.2,71.1,0
Pudukkottai,28.78,1.8,77.6,30.0,57.1,0
Tiruvarur,50.29,3.04,90.8,28.3,25.1,0
Dharmapuri,0.15,0.77,70.1,32.3,14.0,0
Dindigul,3.87,1.82,88.8,15.7,18.2,1
Mayiladuthurai,0.72,1.31,70.4,36.9,18.7,0
Chennai,79.41,3.22,97.3,26.7,59.8,1
Tiruchirappalli,3.11,2.78,77.6,33.5,9.0,0
Dindigul,36.89,1.71,72.5,17.1,14.4,0
Nagapattinam,0.02,2.48,88.7,33.1,15.4,0
Virudhunagar,9.0,0.55,62.2,33.1,17.2,1
Mayiladuthurai,14.89,2.31,79.0,36.3,22.3,0
Madurai,0.0,1.04,57.6,35.0,8.2,0
Ranipet,0.0,0.3,44.2,35.0,6.3,0
Theni,20.33,1.87,65.5,12.1,5.3,0
Dindigul,55.82,4.52,78.7,20.6,12.5,1
Krishnagiri,0.0,1.27,53.4,34.8,9.6,0
Karur,4.99,4.13,83.9,32.0,13.6,0
Viluppuram,0.0,0.86,69.8,40.3,14.2,0
Chengalpattu,18.51,2.75,74.4,31.9,27.3,0
Salem,0.0,1.18,56.0,39.0,10.1,0
Chengalpattu,23.51,2.18,81.5,32.4,61.1,0
Thanjavur,47.49,3.87,63.0,28.4,10.2,0
Viluppuram,0.0,1.33,52.4,29.3,11.8,1
Tiruppur,0.0,0.88,63.0,31.9,5.8,0
Tiruvannamalai,0.0,1.04,52.9,32.6,8.3,0
Dharmapuri,0.0,0.6,70.4,32.9,12.5,0
Erode,0.0,0.97,42.8,33.5,16.2,0
Chennai,41.15,2.84,79.7,29.1,24.1,0
Tiruppur,0.0,0.31,66.1,34.8,23.8,0
Kallakurichi,0.0,1.11,55.3,33.8,10.7,0
Tiruppur,0.0,1.27,49.0,35.6,8.1,0
Virudhunagar,0.0,0.62,55.8,29.5,7.3,0
Dharmapuri,0.0,1.58,47.2,36.1,10.5,0
Cuddalore,13.31,2.57,84.8,31.4,16.2,0
Coimbatore,0.27,0.4,57.3,40.3,11.5,0
Viluppuram,0.0,0.87,65.3,29.2,6.6,0
Nagapattinam,45.52,2.57,83.8,28.7,45.7,1
Ramanathapuram,30.74,1.66,93.0,25.3,27.0,1
Nagapattinam,5.43,2.5,79.1,26.5,21.1,0
Theni,30.75,2.9,74.1,18.4,6.1,0
Viluppuram,0.0,0.39,40.7,40.8,11.9,0
Virudhunagar,0.0,0.66,72.4,33.9,5.7,0
Erode,0.0,0.69,64.9,38.1,9.2,0
Pudukkottai,20.34,1.34,68.4,30.5,24.0,0
Virudhunagar,0.0,0.56,67.3,37.1,21.1,0
Ranipet,0.0,0.63,52.8,34.1,5.3,0
Kallakurichi,0.0,0.94,49.6,29.9,11.9,0
Vellore,0.0,0.64,64.6,33.6,11.7,1
Virudhunagar,0.0,0.54,47.1,37.8,19.6,0
Theni,3.52,2.19,76.3,22.9,13.5,0
Thanjavur,0.0,4.82,78.0,36.7,23.4,1
Kanyakumari,8.23,0.89,76.6,31.2,18.4,0
Chennai,18.64,1.43,79.1,30.4,56.8,0
Madurai,0.0,1.16,61.6,38.3,10.5,0
Nagapattinam,26.49,2.57,78.7,27.7,26.6,0
Thoothukudi,21.32,1.67,81.5,32.9,28.2,1
Ranipet,0.0,1.53,71.0,34.3,5.3,0
Tirupathur,24.53,1.44,81.0,14.6,28.6,1
Dharmapuri,0.0,1.09,66.8,36.6,10.8,0
Salem,0.0,1.53,65.0,35.1,6.9,0
Dharmapuri,0.0,1.21,56.6,34.4,14.0,0
Dindigul,106.12,6.29,84.7,18.6,10.6,0
Chengalpattu,15.13,2.39,76.4,33.2,17.5,0
Tiruvarur,43.9,2.66,95.4,26.8,30.0,0
Tiruvannamalai,0.0,1.2,56.2,37.6,7.4,0
Kanyakumari,9.53,1.29,73.6,35.2,33.6,0
Thanjavur,2.49,3.88,55.7,29.6,16.0,0
Chennai,116.84,3.57,94.3,22.9,46.9,1
Thanjavur,3.99,3.06,74.2,34.4,13.5,0
Sivaganga,1.05,0.63,42.4,36.3,5.6,0
Theni,249.99,11.7,99.4,9.7,24.3,1
Sivaganga,0.0,1.18,51.0,33.8,6.7,0
Cuddalore,60.7,2.78,83.3,30.9,70.3,1
Kallakurichi,0.0,1.17,62.7,34.8,27.7,0
Tirupathur,1.63,0.64,86.3,11.7,4.3,0
Thoothukudi,32.0,1.78,75.5,31.1,17.8,0
Kanyakumari,11.13,2.17,78.8,28.6,40.5,0
Dharmapuri,0.0,0.82,73.0,35.0,24.7,0
Mayiladuthurai,249.35,7.64,100.0,25.2,61.5,1
Mayiladuthurai,19.46,0.66,91.0,31.9,59.3,0
Tiruvarur,0.67,1.7,67.1,34.4,40.5,0
Ariyalur,17.16,4.09,80.3,29.1,19.1,0
Tirupathur,79.33,4.47,84.9,14.3,20.5,0
Chengalpattu,22.97,2.54,87.6,26.0,64.5,0
Erode,0.0,1.28,51.7,32.6,14.6,0
Kallakurichi,3.13,0.55,68.0,37.0,10.0,0
Salem,0.0,1.48,48.8,40.7,14.2,0
Thanjavur,5.83,2.82,69.4,35.4,23.1,1
The Nilgiris,43.38,3.29,88.3,19.1,12.7,1
Krishnagiri,0.0,0.54,69.4,33.2,8.3,0
Chennai,2.24,0.45,74.2,31.4,40.7,0
Ariyalur,4.67,4.8,60.6,29.1,33.4,0
Tiruvarur,2.03,2.76,87.7,27.7,49.5,0
Perambalur,0.0,1.62,56.3,31.4,7.6,1
Salem,0.0,0.94,52.9,35.7,10.0,0
The Nilgiris,12.01,1.02,75.4,16.1,8.9,0
Vellore,0.0,0.74,50.1,35.9,12.1,0
Erode,4.95,1.02,64.9,30.1,11.4,0
Erode,0.0,1.07,56.4,33.9,21.3,0
Tirupathur,30.67,1.82,84.5,14.2,12.8,0
Viluppuram,0.0,1.27,56.5,35.3,23.4,0
Salem,0.0,0.91,44.7,35.6,12.0,0
Tiruvannamalai,0.0,0.82,46.2,30.2,10.4,0
Thanjavur,117.55,7.17,85.1,30.9,39.0,0
Madurai,0.0,1.43,45.2,37.1,7.9,0
Ramanathapuram,1.6,1.05,87.5,33.1,40.7,0
Salem,0.0,0.77,52.3,36.7,19.2,0
Ramanathapuram,15.84,1.42,81.9,33.2,36.7,0
Tenkasi,25.16,3.02,69.2,14.3,10.7,0
Vellore,0.0,0.91,57.8,35.9,24.9,0
Ranipet,0.0,1.65,49.0,34.7,6.2,0
Tenkasi,20.45,3.13,96.6,18.0,20.7,0
Pudukkottai,204.67,6.44,93.4,28.2,60.3,1
Pudukkottai,77.89,2.84,87.8,27.2,75.1,0
Dindigul,59.6,4.85,69.3,19.7,8.5,0
Virudhunagar,0.0,0.92,58.2,39.7,8.3,0
Mayiladuthurai,9.93,1.74,86.6,29.8,16.7,0
Tiruchirappalli,0.01,2.19,73.8,33.1,7.3,0
Tenkasi,47.04,3.16,96.9,15.1,9.7,0
Sivaganga,0.0,1.19,54.8,33.4,30.6,0
Ramanathapuram,89.41,3.63,100.0,32.6,54.6,0
Pudukkottai,155.21,5.34,100.0,23.9,59.8,0
Mayiladuthurai,42.44,2.5,89.0,29.6,39.6,1
Thoothukudi,4.87,2.44,71.1,26.5,15.9,0
Dharmapuri,0.0,1.33,72.3,36.9,6.6,0
Thanjavur,0.21,4.48,75.6,37.2,7.2,0
Perambalur,0.0,0.87,75.0,34.2,11.4,0
Tiruppur,0.0,0.66,54.7,31.1,18.7,0
Perambalur,0.0,0.61,72.6,33.7,30.4,0
Tiruvallur,1.79,0.58,74.4,38.6,29.9,0
Tenkasi,7.32,2.15,76.1,14.9,21.8,0
Ariyalur,0.16,3.04,84.6,32.8,11.8,0
Tenkasi,0.77,1.26,84.7,16.8,11.4,0
Chengalpattu,4.35,2.5,87.7,27.6,14.7,0
Coimbatore,0.0,0.78,71.3,36.5,7.4,0
Tenkasi,18.07,1.57,77.5,20.0,7.7,0
Nagapattinam,15.98,1.53,86.2,36.6,44.2,0
Ranipet,0.0,1.28,54.0,36.4,10.9,0
Chennai,43.94,1.74,84.4,30.7,42.3,0
Ariyalur,3.49,3.22,84.5,36.8,10.9,0
Chengalpattu,0.32,1.73,84.7,26.1,48.4,1
Ariyalur,26.55,4.43,86.6,35.7,18.4,0
Vellore,0.0,0.46,70.8,34.4,18.5,0
Virudhunagar,0.0,0.5,60.6,33.3,7.6,0
Erode,0.0,0.84,43.1,35.2,24.0,0
Viluppuram,0.0,0.71,51.2,40.2,6.2,0
Karur,8.2,5.1,73.5,33.6,22.1,0
Madurai,12.89,0.87,63.7,40.6,15.5,0
Tirupathur,110.96,5.82,82.7,8.9,11.4,0
Kanyakumari,0.01,2.14,78.7,32.9,12.8,0
Sivaganga,0.0,0.87,64.3,35.4,14.1,0
Tiruchirappalli,30.91,3.76,66.6,35.5,15.7,0
Tiruvarur,12.33,0.4,75.1,33.6,22.8,0
Salem,0.0,1.08,73.3,29.5,12.4,0
Theni,70.07,3.36,75.7,8.4,11.2,1
Kanyakumari,23.13,1.21,71.3,35.8,25.6,0
Vellore,0.0,1.67,50.2,34.5,5.5,0
Pudukkottai,26.89,2.53,71.4,33.5,50.6,0
The Nilgiris,3.14,1.2,90.8,20.0,15.4,0
Tiruppur,0.0,1.25,52.1,32.6,24.3,0
Tirunelveli,9.83,1.48,47.1,32.7,7.6,0
Thoothukudi,103.14,4.4,79.2,24.8,43.1,0
Theni,22.51,3.34,89.1,16.8,7.1,0
Tenkasi,15.64,1.35,72.1,14.4,30.0,0
Namakkal,0.22,0.93,48.3,37.3,7.2,1
Viluppuram,0.0,0.53,61.6,36.3,8.6,0
Pudukkottai,129.71,5.37,100.0,24.2,71.8,1
Krishnagiri,0.0,1.07,54.5,32.7,7.1,0
Karur,2.96,4.28,70.7,29.8,11.5,0
Ranipet,0.0,0.3,72.8,31.6,8.8,0
Thoothukudi,26.17,1.93,80.3,29.1,35.2,0
Chengalpattu,100.46,3.87,100.0,28.6,39.9,0
Tiruchirappalli,11.02,4.76,68.7,33.9,8.8,1
Tiruvallur,6.78,1.62,86.9,29.0,18.2,0
Virudhunagar,0.0,1.42,48.4,37.3,6.4,0
Tiruvannamalai,0.0,1.66,60.0,35.3,5.1,0
Sivaganga,9.36,1.43,60.9,30.6,6.7,0
The Nilgiris,130.57,6.17,88.2,12.3,11.3,0
Chengalpattu,15.32,1.91,84.8,32.9,24.9,0
Cuddalore,8.63,1.29,91.0,29.0,16.5,0
Ramanathapuram,0.38,0.52,80.5,31.8,24.7,0
Dharmapuri,0.0,0.62,59.1,34.7,8.5,0
Ranipet,43.54,1.83,75.2,32.9,10.6,1
Krishnagiri,0.0,1.56,55.7,34.0,18.5,0
Dindigul,181.42,8.36,87.2,14.7,11.8,1
The Nilgiris,64.71,3.19,89.4,15.4,12.8,0
Thoothukudi,28.53,2.06,93.4,33.7,20.6,0
Tiruvannamalai,0.0,1.29,41.2,32.9,13.0,0
Cuddalore,16.58,1.31,83.3,30.9,16.5,0
Sivaganga,0.0,1.28,46.9,34.5,13.4,0
Chengalpattu,2.88,2.9,87.5,27.6,33.4,1
Kanyakumari,61.61,2.99,78.9,31.2,88.6,0
Perambalur,0.0,1.19,45.0,36.3,6.2,0
Tiruvarur,0.24,1.23,82.8,27.9,17.2,0
Sivaganga,0.0,1.49,60.2,29.3,20.7,0
Thoothukudi,39.4,2.38,80.0,28.2,49.5,0
Erode,0.0,0.66,57.2,36.3,7.8,0
Tiruvallur,56.76,2.17,73.9,30.3,63.9,0
Kallakurichi,0.0,1.6,71.6,36.3,5.7,0
The Nilgiris,51.0,3.66,78.0,11.8,6.1,0
Ranipet,0.0,0.86,53.3,37.3,13.4,0
The Nilgiris,57.0,4.12,70.2,8.7,7.8,0
Vellore,0.0,1.25,47.8,39.0,7.0,0
Nagapattinam,30.31,2.43,79.2,28.6,41.3,1
Mayiladuthurai,95.11,5.36,91.7,33.6,36.8,0
Tiruchirappalli,0.0,2.82,57.8,34.0,18.5,0
Ramanathapuram,0.69,2.33,75.2,29.5,35.2,0
Madurai,0.0,1.41,73.2,33.1,9.5,0
Nagapattinam,9.03,1.12,80.4,29.0,15.9,0
Dindigul,51.37,3.32,76.7,19.1,6.6,0
Tiruvallur,18.27,2.91,67.9,31.0,58.8,0
Mayiladuthurai,51.13,2.86,83.4,27.5,25.0,0
Kanyakumari,23.63,1.34,91.7,33.1,70.4,0
Chennai,41.65,2.22,90.5,29.4,25.2,0
Namakkal,0.0,1.04,71.8,39.9,13.9,1
Dindigul,40.14,2.75,77.1,13.1,15.8,0
Dindigul,226.19,11.46,100.0,8.5,15.2,1
Ramanathapuram,76.58,3.12,94.4,32.2,87.4,0
Nagapattinam,0.69,0.88,88.3,32.6,36.7,0
Tirupathur,1.78,1.19,63.1,16.8,8.0,0
Kanyakumari,10.13,0.9,87.3,32.3,32.5,0
Kallakurichi,0.0,1.3,56.1,38.0,37.5,0
Thanjavur,1.66,2.08,58.8,31.6,12.8,0
Coimbatore,0.0,0.88,65.5,36.8,12.0,0
Nagapattinam,5.08,1.12,73.8,27.1,25.7,0
Ramanathapuram,5.54,1.68,73.8,33.2,23.2,0
Mayiladuthurai,32.33,2.47,86.3,30.3,38.3,0
Salem,0.0,0.86,47.2,33.0,33.9,0
Nagapattinam,77.75,3.65,79.7,32.6,40.1,0
Tiruvannamalai,0.0,0.54,64.6,34.4,9.1,0
Ramanathapuram,82.71,3.8,85.5,26.3,86.3,1
Chengalpattu,49.79,1.85,90.5,32.2,52.7,0
Kanyakumari,32.34,2.01,87.6,28.5,26.0,0
Thoothukudi,29.3,2.25,77.3,35.3,17.6,0
Salem,0.0,1.5,48.9,36.3,19.2,0
Chennai,92.13,2.78,98.7,30.6,44.7,0
Cuddalore,30.66,1.94,92.8,32.6,47.3,0
Madurai,0.0,0.93,56.0,35.4,10.4,0
Chengalpattu,11.91,2.1,83.9,28.0,28.0,0
Chengalpattu,13.53,1.12,71.4,29.9,69.1,0
Kallakurichi,0.0,0.91,44.0,32.4,5.2,0
Chengalpattu,0.29,1.12,85.6,35.6,25.8,0
Mayiladuthurai,13.52,1.35,68.4,36.5,41.8,0
Ariyalur,12.83,6.56,65.9,28.2,7.1,0
Mayiladuthurai,36.9,2.53,80.5,28.3,38.6,0
Thoothukudi,42.48,3.08,87.0,31.1,23.2,0
Tenkasi,16.08,1.52,64.3,18.8,20.8,0
Tiruppur,0.0,1.21,70.3,33.2,11.6,0
Tiruvarur,271.37,7.7,100.0,22.1,74.0,1
Namakkal,5.32,1.45,57.1,34.1,12.1,0
Erode,0.0,1.16,73.4,35.2,5.2,1
Pudukkottai,1.06,1.61,85.2,28.9,15.1,0
Viluppuram,0.0,1.51,47.5,32.9,14.5,0
Tiruppur,0.0,0.74,56.3,28.9,10.1,0
Tiruppur,0.0,1.29,69.1,33.2,9.7,0
Cuddalore,3.89,1.31,84.5,27.3,44.5,0
Tiruchirappalli,25.02,5.74,87.4,34.0,13.7,0
Karur,5.5,3.77,67.5,28.5,19.6,0
Chennai,163.89,5.76,88.6,21.4,53.3,1
Thoothukudi,6.88,1.44,91.2,34.1,26.0,0
Ramanathapuram,10.68,3.07,72.0,28.3,25.9,0
Cuddalore,12.15,2.03,92.5,32.2,55.3,0
The Nilgiris,80.43,4.15,79.0,21.6,48.3,0
Tirunelveli,0.0,1.13,53.2,40.1,44.4,0
Tiruppur,0.0,1.23,42.5,36.5,17.5,0
Pudukkottai,3.03,2.51,73.9,25.7,28.9,0
Salem,0.0,1.63,45.6,32.3,12.4,0
Ranipet,0.0,0.66,64.0,31.3,5.8,0
Theni,66.98,3.95,88.1,19.9,17.0,1
Tirupathur,18.59,1.85,72.4,14.0,20.6,0
Thanjavur,22.45,3.11,75.2,33.6,11.9,0
Sivaganga,0.0,1.02,48.6,34.9,5.4,0
Sivaganga,0.0,0.72,64.8,37.0,43.0,0
Ramanathapuram,36.84,1.95,91.5,28.5,26.7,0
Madurai,0.0,0.78,53.4,31.1,6.8,0
Chennai,7.87,1.28,71.2,32.0,43.1,0
Tiruvarur,13.22,0.77,79.0,28.6,15.8,0
Tirupathur,48.86,2.85,66.9,8.2,16.6,0
Dharmapuri,0.0,0.74,40.6,31.2,23.9,0
Tirupathur,4.85,1.23,77.6,16.2,8.2,0
Tiruchirappalli,33.05,4.79,80.4,33.6,15.5,0
Tiruchirappalli,15.56,3.4,85.7,32.0,19.1,1
Tirunelveli,0.0,1.23,55.4,37.1,8.9,0
Namakkal,0.0,0.3,48.9,38.2,10.7,0
Kallakurichi,0.0,0.61,73.1,32.9,85.5,0
Tiruvallur,14.28,1.99,93.1,33.6,18.6,0
Sivaganga,0.0,1.07,52.4,40.4,6.0,0
Kallakurichi,0.0,1.02,63.7,37.0,17.2,0
Madurai,0.0,1.07,59.6,38.8,7.8,0
Tirunelveli,0.0,1.29,44.7,38.1,12.3,0
Karur,0.14,2.07,58.9,24.6,7.8,0
Mayiladuthurai,26.62,0.68,80.1,25.2,29.3,0
Namakkal,0.0,1.04,66.8,35.4,5.9,0
Krishnagiri,0.0,1.31,53.0,32.4,10.9,0
Karur,0.48,4.85,82.5,35.9,15.0,0
Kanyakumari,48.3,2.31,80.4,24.6,20.9,0
Kallakurichi,0.0,0.88,54.7,37.0,11.1,0
Pudukkottai,0.33,1.58,86.3,30.9,71.6,0
Krishnagiri,0.0,0.93,54.8,40.7,7.5,0
Tiruchirappalli,7.22,5.27,81.6,32.9,8.1,0
Viluppuram,0.0,1.05,61.3,36.3,5.8,0
Kallakurichi,0.0,0.37,43.7,35.7,12.9,0
Tiruvannamalai,0.0,1.01,55.0,36.5,8.2,0
Ranipet,0.0,0.77,66.6,33.1,26.8,0
Vellore,0.0,0.92,58.6,35.0,5.2,0
Viluppuram,0.0,2.06,44.2,33.8,11.6,0
Cuddalore,0.08,2.12,79.7,28.8,37.2,0
Karur,3.18,4.19,76.4,35.4,8.4,0
Salem,0.0,1.22,48.0,30.8,11.5,1
Ariyalur,3.63,5.03,68.1,37.2,7.5,0
Dindigul,53.29,3.51,77.5,19.4,16.4,0
Ranipet,0.0,1.09,55.5,33.1,20.3,0
Tirupathur,116.44,7.04,100.0,15.2,10.1,1
Tirupathur,10.97,1.43,74.7,15.3,5.6,0
Tiruvarur,9.51,1.55,75.6,30.6,14.0,0
Coimbatore,0.0,0.62,71.7,38.5,18.4,0
Ramanathapuram,9.41,0.9,75.6,33.6,31.9,0
Salem,0.0,1.58,63.3,34.5,5.4,0
Erode,24.92,2.16,75.1,43.2,29.4,0
Nagapattinam,6.35,1.37,79.7,27.4,25.2,0
Virudhunagar,0.0,0.42,46.5,28.0,6.9,0
Ramanathapuram,7.7,0.3,91.1,30.7,50.7,0
Salem,0.0,0.68,70.8,34.4,23.9,0
Mayiladuthurai,105.38,3.94,94.0,28.6,36.7,0
Chennai,0.04,2.44,65.4,32.5,27.0,0
Kanyakumari,6.1,0.65,71.2,27.6,14.4,0
Dharmapuri,0.0,0.68,70.1,36.7,12.3,0
Kallakurichi,0.0,0.9,65.4,33.8,10.7,0
Chennai,14.65,1.04,76.6,39.8,16.5,0
Tirunelveli,0.0,0.7,54.3,36.7,45.2,0
Namakkal,0.0,1.55,54.4,36.9,7.9,0
Pudukkottai,6.13,2.49,71.6,31.7,19.9,0
Vellore,19.81,0.98,46.6,37.2,32.7,0
Chengalpattu,0.9,2.86,67.3,31.9,21.8,0
Thanjavur,38.53,5.04,73.1,29.8,26.2,0
Dharmapuri,0.0,0.3,52.6,35.7,6.3,0
Viluppuram,0.6,0.9,40.5,32.9,7.2,0
Tenkasi,35.58,2.59,72.9,15.0,6.3,0
Erode,0.0,0.52,71.1,34.1,27.9,0
Salem,0.0,0.63,50.1,38.0,6.5,0
